TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-07-03,2024-07-03,FO,NSE,STO,91665,,ACC,,2024-09-26,2024-09-26,2680.00,PE,ACC24SEP2680PE,0.00,0.00,0.00,218.45,0.00,218.45,2767.55,159.55,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,68418,,ADANIPORTS,,2024-07-25,2024-07-25,1600.00,PE,ADANIPORTS24JUL1600PE,126.90,126.90,98.55,99.35,99.00,126.85,1510.65,99.35,154800,7600,51,34787020.00,45,F1,400,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,91653,,ACC,,2024-09-26,2024-09-26,2640.00,CE,ACC24SEP2640CE,0.00,0.00,0.00,242.55,0.00,242.55,2767.55,314.60,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,79069,,ACC,,2024-07-25,2024-07-25,2820.00,PE,ACC24JUL2820PE,119.95,124.90,107.75,115.80,115.80,120.40,2767.55,115.80,10800,300,35,30831045.00,35,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,79841,,ADANIPORTS,,2024-07-25,2024-07-25,1100.00,PE,ADANIPORTS24JUL1100PE,1.70,1.75,1.35,1.65,1.55,1.90,1510.65,1.65,64400,-1600,40,17625260.00,31,F1,400,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,79406,,ACC,,2024-08-29,2024-08-29,2720.00,PE,ACC24AUG2720PE,0.00,0.00,0.00,286.40,0.00,286.40,2767.55,145.20,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,91667,,ACC,,2024-09-26,2024-09-26,2720.00,PE,ACC24SEP2720PE,0.00,0.00,0.00,240.15,0.00,240.15,2767.55,177.60,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,79329,,ACC,,2024-08-29,2024-08-29,2520.00,CE,ACC24AUG2520CE,0.00,0.00,0.00,190.95,0.00,190.95,2767.55,346.70,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,91576,,ACC,,2024-09-26,2024-09-26,2520.00,PE,ACC24SEP2520PE,0.00,0.00,0.00,142.95,0.00,142.95,2767.55,98.65,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,79087,,ACC,,2024-07-25,2024-07-25,3020.00,CE,ACC24JUL3020CE,26.00,31.00,26.00,27.85,27.85,29.95,2767.55,27.85,25500,0,8,7319760.00,5,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,91671,,ACC,,2024-09-26,2024-09-26,2800.00,PE,ACC24SEP2800PE,0.00,0.00,0.00,286.70,0.00,286.70,2767.55,217.10,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,79038,,ACC,,2024-07-25,2024-07-25,2740.00,PE,ACC24JUL2740PE,73.15,82.40,67.65,74.20,73.50,78.05,2767.55,74.20,25200,4500,108,91193505.00,108,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,92222,,ADANIPORTS,,2024-09-26,2024-09-26,1520.00,PE,ADANIPORTS24SEP1520PE,0.00,0.00,0.00,168.05,0.00,168.05,1510.65,150.85,0,0,0,0.00,0,F1,400,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,68340,,ADANIPORTS,,2024-07-25,2024-07-25,1240.00,CE,ADANIPORTS24JUL1240CE,0.00,0.00,0.00,230.35,230.35,230.35,1510.65,281.50,14400,0,0,0.00,0,F1,400,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127016,,M&MFIN,,2024-07-25,2024-07-25,340.00,CE,M&MFIN24JUL340CE,1.00,1.75,1.00,1.60,1.75,1.75,303.40,1.60,538000,-4000,276,188390100.00,218,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,138940,,M&MFIN,,2024-09-26,2024-09-26,340.00,CE,M&MFIN24SEP340CE,0.00,0.00,0.00,11.80,0.00,11.80,303.40,11.75,0,0,0,0.00,0,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,110532,,ICICIGI,,2024-07-25,2024-07-25,2000.00,PE,ICICIGI24JUL2000PE,154.75,154.75,154.75,154.75,154.75,155.60,1853.25,149.90,2500,500,1,1077375.00,1,F1,500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,138939,,M&MFIN,,2024-09-26,2024-09-26,330.00,PE,M&MFIN24SEP330PE,0.00,0.00,0.00,38.00,0.00,38.00,303.40,35.75,0,0,0,0.00,0,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127012,,M&MFIN,,2024-07-25,2024-07-25,330.00,CE,M&MFIN24JUL330CE,2.05,2.70,1.50,2.60,2.60,2.85,303.40,2.60,1234000,176000,522,346726300.00,349,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,138938,,M&MFIN,,2024-09-26,2024-09-26,330.00,CE,M&MFIN24SEP330CE,0.00,0.00,0.00,14.65,0.00,14.65,303.40,14.70,0,0,0,0.00,0,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,122553,,M&MFIN,,2024-07-25,2024-07-25,302.50,CE,M&MFIN24JUL302.5CE,5.85,9.35,5.85,9.05,8.45,9.85,303.40,9.05,170000,26000,295,183014400.00,286,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,122563,,M&MFIN,,2024-07-25,2024-07-25,327.50,CE,M&MFIN24JUL327.5CE,0.00,0.00,0.00,3.55,3.55,3.55,303.40,4.00,22000,0,0,0.00,0,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,110196,,HEROMOTOCO,,2024-08-29,2024-08-29,5500.00,CE,HEROMOTOCO24AUG5500CE,0.00,0.00,0.00,205.35,0.00,205.35,5579.75,346.80,0,0,0,0.00,0,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,110197,,HEROMOTOCO,,2024-08-29,2024-08-29,5500.00,PE,HEROMOTOCO24AUG5500PE,0.00,0.00,0.00,195.55,195.55,195.55,5579.75,204.80,300,0,0,0.00,0,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127005,,M&MFIN,,2024-07-25,2024-07-25,310.00,PE,M&MFIN24JUL310PE,22.00,28.25,17.35,17.90,18.05,17.60,303.40,17.90,276000,8000,106,70144500.00,104,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123107,,M&MFIN,,2024-08-29,2024-08-29,310.00,CE,M&MFIN24AUG310CE,8.00,8.00,8.00,8.00,8.00,9.40,303.40,17.40,4000,2000,1,636000.00,1,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123123,,M&MFIN,,2024-08-29,2024-08-29,360.00,CE,M&MFIN24AUG360CE,0.00,0.00,0.00,1.75,0.00,1.75,303.40,4.05,0,0,0,0.00,0,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112040,,ICICIGI,,2024-08-29,2024-08-29,1920.00,PE,ICICIGI24AUG1920PE,0.00,0.00,0.00,312.50,0.00,312.50,1853.25,111.30,0,0,0,0.00,0,F1,500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,124424,,ICICIGI,,2024-09-26,2024-09-26,1920.00,CE,ICICIGI24SEP1920CE,0.00,0.00,0.00,68.40,0.00,68.40,1853.25,89.55,0,0,0,0.00,0,F1,500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123114,,M&MFIN,,2024-08-29,2024-08-29,325.00,PE,M&MFIN24AUG325PE,0.00,0.00,0.00,60.90,0.00,60.90,303.40,29.65,0,0,0,0.00,0,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127010,,M&MFIN,,2024-07-25,2024-07-25,325.00,CE,M&MFIN24JUL325CE,3.40,3.40,2.00,3.25,3.25,3.60,303.40,3.25,314000,12000,136,89096300.00,130,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,122291,,HEROMOTOCO,,2024-09-26,2024-09-26,6400.00,PE,HEROMOTOCO24SEP6400PE,0.00,0.00,0.00,897.00,0.00,897.00,5579.75,819.20,0,0,0,0.00,0,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,122290,,HEROMOTOCO,,2024-09-26,2024-09-26,6400.00,CE,HEROMOTOCO24SEP6400CE,0.00,0.00,0.00,97.80,0.00,97.80,5579.75,106.70,0,0,0,0.00,0,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,45913,,HEROMOTOCO,,2024-07-25,2024-07-25,6100.00,CE,HEROMOTOCO24JUL6100CE,33.00,33.50,23.00,25.05,25.65,28.00,5579.75,25.05,31350,-5100,186,170923897.50,156,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,107462,,HEROMOTOCO,,2024-07-25,2024-07-25,5700.00,PE,HEROMOTOCO24JUL5700PE,198.15,222.35,189.00,199.35,197.65,223.75,5579.75,199.35,34200,-5850,152,134627550.00,138,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,56428,,HEROMOTOCO,,2024-08-29,2024-08-29,,,HEROMOTOCO24AUGFUT,5603.10,5642.00,5576.35,5608.10,5607.10,5586.25,5579.75,5608.10,97050,1950,137,115212855.00,134,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,110467,,ICICIGI,,2024-07-25,2024-07-25,1600.00,PE,ICICIGI24JUL1600PE,3.20,4.15,2.10,2.35,2.15,4.35,1853.25,2.35,96500,-9500,725,581141475.00,597,F1,500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,111940,,ICICIGI,,2024-07-25,2024-07-25,1940.00,PE,ICICIGI24JUL1940PE,125.40,125.40,119.30,119.30,119.30,126.00,1853.25,102.50,1000,0,2,2062350.00,2,F1,500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,111938,,ICICIGI,,2024-07-25,2024-07-25,1940.00,CE,ICICIGI24JUL1940CE,25.15,33.90,24.05,27.35,26.60,20.25,1853.25,27.35,39500,29000,591,581797950.00,504,F1,500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112030,,ICICIGI,,2024-08-29,2024-08-29,1720.00,PE,ICICIGI24AUG1720PE,0.00,0.00,0.00,152.90,0.00,152.90,1853.25,27.60,0,0,0,0.00,0,F1,500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,124404,,ICICIGI,,2024-09-26,2024-09-26,1720.00,PE,ICICIGI24SEP1720PE,0.00,0.00,0.00,58.55,0.00,58.55,1853.25,39.45,0,0,0,0.00,0,F1,500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,126990,,M&MFIN,,2024-07-25,2024-07-25,280.00,PE,M&MFIN24JUL280PE,5.40,8.80,3.30,3.50,3.85,3.75,303.40,3.50,1052000,80000,827,471539300.00,715,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,126989,,M&MFIN,,2024-07-25,2024-07-25,280.00,CE,M&MFIN24JUL280CE,17.15,22.80,16.10,21.75,20.60,23.20,303.40,21.75,226000,6000,62,37181900.00,62,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123096,,M&MFIN,,2024-08-29,2024-08-29,280.00,PE,M&MFIN24AUG280PE,0.00,0.00,0.00,27.50,0.00,27.50,303.40,7.75,0,0,0,0.00,0,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,122566,,M&MFIN,,2024-07-25,2024-07-25,332.50,CE,M&MFIN24JUL332.5CE,0.00,0.00,0.00,3.25,3.25,3.25,303.40,3.05,38000,0,0,0.00,0,F1,2000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,72440,,AXISBANK,,2024-07-25,2024-07-25,1400.00,CE,AXISBANK24JUL1400CE,2.75,4.10,2.30,3.15,3.05,2.35,1280.00,3.15,815625,122500,1885,1653450656.25,1298,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,72417,,AXISBANK,,2024-07-25,2024-07-25,1320.00,PE,AXISBANK24JUL1320PE,69.50,69.50,49.50,54.50,54.50,75.60,1280.00,54.50,41875,8125,56,48082125.00,54,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,138027,,SRF,,2024-07-25,2024-07-25,2380.00,PE,SRF24JUL2380PE,59.10,65.25,53.40,60.45,58.50,65.65,2381.50,60.45,15750,4500,61,55815525.00,61,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152784,,SRF,,2024-08-29,2024-08-29,2380.00,PE,SRF24AUG2380PE,0.00,0.00,0.00,75.25,0.00,75.25,2381.50,101.00,0,0,0,0.00,0,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,85096,,AXISBANK,,2024-08-29,2024-08-29,1100.00,PE,AXISBANK24AUG1100PE,0.00,0.00,0.00,6.65,6.65,6.65,1280.00,5.95,2500,0,0,0.00,0,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,35192,,AXISBANK,,2024-07-25,2024-07-25,,,AXISBANK24JULFUT,1265.00,1289.90,1246.70,1280.90,1279.95,1256.70,1280.00,1280.90,41195000,1641250,48297,38590017906.25,42587,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97251,,AXISBANK,,2024-08-29,2024-08-29,1270.00,CE,AXISBANK24AUG1270CE,0.00,0.00,0.00,83.80,0.00,83.80,1280.00,74.25,0,0,0,0.00,0,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,72447,,AXISBANK,,2024-07-25,2024-07-25,1400.00,PE,AXISBANK24JUL1400PE,120.00,123.75,114.05,114.20,114.20,132.00,1280.00,120.50,7500,5000,9,8527562.50,9,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,85190,,AXISBANK,,2024-08-29,2024-08-29,1400.00,PE,AXISBANK24AUG1400PE,0.00,0.00,0.00,217.40,0.00,217.40,1280.00,129.45,0,0,0,0.00,0,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152893,,SRF,,2024-09-26,2024-09-26,2680.00,CE,SRF24SEP2680CE,0.00,0.00,0.00,83.80,0.00,83.80,2381.50,54.80,0,0,0,0.00,0,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,85111,,AXISBANK,,2024-08-29,2024-08-29,1160.00,CE,AXISBANK24AUG1160CE,0.00,0.00,0.00,79.50,0.00,79.50,1280.00,147.75,0,0,0,0.00,0,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97622,,AXISBANK,,2024-09-26,2024-09-26,1160.00,PE,AXISBANK24SEP1160PE,0.00,0.00,0.00,22.25,0.00,22.25,1280.00,22.30,0,0,0,0.00,0,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97278,,AXISBANK,,2024-08-29,2024-08-29,1290.00,CE,AXISBANK24AUG1290CE,35.55,52.00,35.55,52.00,52.00,39.20,1280.00,64.10,2500,625,5,4182218.75,5,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97282,,AXISBANK,,2024-08-29,2024-08-29,1290.00,PE,AXISBANK24AUG1290PE,0.00,0.00,0.00,58.10,0.00,58.10,1280.00,59.50,0,0,0,0.00,0,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152790,,SRF,,2024-08-29,2024-08-29,2500.00,PE,SRF24AUG2500PE,0.00,0.00,0.00,129.95,0.00,129.95,2381.50,168.05,0,0,0,0.00,0,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,84914,,AXISBANK,,2024-07-25,2024-07-25,1150.00,CE,AXISBANK24JUL1150CE,112.00,139.70,112.00,132.65,132.65,103.65,1280.00,137.75,16875,-3125,16,12834562.50,12,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97121,,AXISBANK,,2024-08-29,2024-08-29,1150.00,CE,AXISBANK24AUG1150CE,0.00,0.00,0.00,166.55,0.00,166.55,1280.00,155.75,0,0,0,0.00,0,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,84959,,AXISBANK,,2024-07-25,2024-07-25,1250.00,CE,AXISBANK24JUL1250CE,38.00,55.00,30.15,48.15,47.50,35.05,1280.00,48.15,525625,-121250,3025,2446369093.75,2568,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152860,,SRF,,2024-09-26,2024-09-26,2000.00,PE,SRF24SEP2000PE,0.00,0.00,0.00,10.60,0.00,10.60,2381.50,14.90,0,0,0,0.00,0,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152868,,SRF,,2024-09-26,2024-09-26,2160.00,PE,SRF24SEP2160PE,0.00,0.00,0.00,31.05,0.00,31.05,2381.50,42.05,0,0,0,0.00,0,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,143269,,SRF,,2024-07-25,2024-07-25,2160.00,PE,SRF24JUL2160PE,8.00,8.10,7.75,7.85,7.85,9.25,2381.50,7.85,31125,4875,25,20324775.00,23,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,72370,,AXISBANK,,2024-07-25,2024-07-25,1000.00,PE,AXISBANK24JUL1000PE,0.55,0.55,0.35,0.55,0.55,0.65,1280.00,0.55,61875,-5000,42,26262843.75,37,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97119,,AXISBANK,,2024-08-29,2024-08-29,1130.00,CE,AXISBANK24AUG1130CE,0.00,0.00,0.00,183.15,0.00,183.15,1280.00,172.35,0,0,0,0.00,0,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,84915,,AXISBANK,,2024-07-25,2024-07-25,1150.00,PE,AXISBANK24JUL1150PE,4.10,4.20,2.15,2.35,2.20,4.20,1280.00,2.35,563125,-88750,741,533789500.00,636,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,138044,,SRF,,2024-07-25,2024-07-25,2740.00,CE,SRF24JUL2740CE,4.70,5.65,4.05,4.10,4.10,5.00,2381.50,2.75,11250,-1125,8,8233687.50,8,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,72406,,AXISBANK,,2024-07-25,2024-07-25,1240.00,CE,AXISBANK24JUL1240CE,38.95,62.10,38.30,54.50,54.30,40.65,1280.00,54.50,155000,1875,1032,832930718.75,872,F1,625,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152778,,SRF,,2024-08-29,2024-08-29,2260.00,PE,SRF24AUG2260PE,0.00,0.00,0.00,38.35,0.00,38.35,2381.50,53.25,0,0,0,0.00,0,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152777,,SRF,,2024-08-29,2024-08-29,2260.00,CE,SRF24AUG2260CE,0.00,0.00,0.00,265.55,0.00,265.55,2381.50,200.35,0,0,0,0.00,0,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,138020,,SRF,,2024-07-25,2024-07-25,2260.00,CE,SRF24JUL2260CE,165.50,165.50,158.95,160.25,158.95,158.35,2381.50,160.25,2250,750,4,3634312.50,4,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,143272,,SRF,,2024-07-25,2024-07-25,2240.00,CE,SRF24JUL2240CE,173.60,173.60,168.60,168.60,168.60,456.30,2381.50,169.60,1125,1125,3,2713406.25,3,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152872,,SRF,,2024-09-26,2024-09-26,2240.00,PE,SRF24SEP2240PE,0.00,0.00,0.00,48.50,0.00,48.50,2381.50,64.25,0,0,0,0.00,0,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,143273,,SRF,,2024-07-25,2024-07-25,2240.00,PE,SRF24JUL2240PE,15.80,19.75,14.90,17.00,17.00,19.20,2381.50,17.00,39750,3375,43,36397312.50,41,F1,375,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,113398,,INDHOTEL,,2024-07-25,2024-07-25,645.00,PE,INDHOTEL24JUL645PE,44.35,44.35,44.30,44.30,44.30,46.15,599.80,49.95,23000,-2000,2,1378650.00,2,F1,1000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,113397,,INDHOTEL,,2024-07-25,2024-07-25,645.00,CE,INDHOTEL24JUL645CE,5.90,7.10,4.75,5.30,5.35,6.10,599.80,5.30,68000,3000,30,19519750.00,30,F1,1000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,113381,,INDHOTEL,,2024-07-25,2024-07-25,575.00,PE,INDHOTEL24JUL575PE,5.45,6.65,5.20,6.65,6.65,6.90,599.80,10.45,38000,2000,5,2904150.00,5,F1,1000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,114900,,INDHOTEL,,2024-07-25,2024-07-25,580.00,PE,INDHOTEL24JUL580PE,8.25,9.50,6.15,8.10,8.25,8.50,599.80,8.10,518000,74000,358,210505400.00,235,F1,1000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127284,,INDHOTEL,,2024-09-26,2024-09-26,580.00,PE,INDHOTEL24SEP580PE,0.00,0.00,0.00,22.00,0.00,22.00,599.80,28.75,0,0,0,0.00,0,F1,1000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,145025,,TECHM,,2024-07-25,2024-07-25,1560.00,PE,TECHM24JUL1560PE,95.75,99.50,84.50,87.00,87.00,87.40,1479.80,92.45,15600,1800,10,9900720.00,10,F1,600,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,154261,,TECHM,,2024-09-26,2024-09-26,1560.00,CE,TECHM24SEP1560CE,0.00,0.00,0.00,51.45,0.00,51.45,1479.80,66.60,0,0,0,0.00,0,F1,600,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,76668,,ABBOTINDIA,,2024-07-25,2024-07-25,24750.00,PE,ABBOTINDIA24JUL24750PE,0.00,0.00,0.00,442.25,0.00,442.25,27602.80,25.75,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,76737,,ABBOTINDIA,,2024-07-25,2024-07-25,28250.00,PE,ABBOTINDIA24JUL28250PE,0.00,0.00,0.00,2334.80,0.00,2334.80,27602.80,1005.55,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,76667,,ABBOTINDIA,,2024-07-25,2024-07-25,24750.00,CE,ABBOTINDIA24JUL24750CE,0.00,0.00,0.00,1958.55,0.00,1958.55,27602.80,2984.10,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,77248,,ABBOTINDIA,,2024-08-29,2024-08-29,27500.00,CE,ABBOTINDIA24AUG27500CE,0.00,0.00,0.00,927.10,0.00,927.10,27602.80,1344.70,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,35003,,ABBOTINDIA,,2024-09-26,2024-09-26,,,ABBOTINDIA24SEPFUT,27800.00,27800.00,27800.00,27800.00,27800.00,27800.00,27602.80,28075.45,40,20,1,556000.00,1,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,35480,,ABBOTINDIA,,2024-08-29,2024-08-29,,,ABBOTINDIA24AUGFUT,27585.15,27718.45,27404.70,27491.05,27527.10,27585.15,27602.80,27491.05,1060,-240,30,16554000.00,30,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,35712,,INDHOTEL,,2024-09-26,2024-09-26,,,INDHOTEL24SEPFUT,613.60,620.00,608.00,608.25,608.25,615.15,599.80,610.10,48000,4000,18,11017150.00,17,F1,1000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,145026,,TECHM,,2024-07-25,2024-07-25,1600.00,CE,TECHM24JUL1600CE,8.80,9.25,6.40,7.80,7.75,8.80,1479.80,7.80,465000,142200,996,960954450.00,824,F1,600,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,90315,,ABBOTINDIA,,2024-08-29,2024-08-29,30250.00,PE,ABBOTINDIA24AUG30250PE,0.00,0.00,0.00,2872.10,0.00,2872.10,27602.80,2674.65,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,113472,,INDHOTEL,,2024-08-29,2024-08-29,500.00,CE,INDHOTEL24AUG500CE,0.00,0.00,0.00,78.10,0.00,78.10,599.80,109.00,0,0,0,0.00,0,F1,1000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,114833,,INDHOTEL,,2024-07-25,2024-07-25,540.00,PE,INDHOTEL24JUL540PE,1.70,1.80,1.25,1.65,1.65,1.90,599.80,1.65,71000,-4000,38,20581700.00,38,F1,1000,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,76761,,ABBOTINDIA,,2024-07-25,2024-07-25,30250.00,PE,ABBOTINDIA24JUL30250PE,0.00,0.00,0.00,4032.80,0.00,4032.80,27602.80,2591.70,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,76760,,ABBOTINDIA,,2024-07-25,2024-07-25,30250.00,CE,ABBOTINDIA24JUL30250CE,0.00,0.00,0.00,110.25,0.00,110.25,27602.80,73.45,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,77245,,ABBOTINDIA,,2024-08-29,2024-08-29,26500.00,PE,ABBOTINDIA24AUG26500PE,0.00,0.00,0.00,1365.55,0.00,1365.55,27602.80,542.40,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,90502,,ABBOTINDIA,,2024-09-26,2024-09-26,26500.00,CE,ABBOTINDIA24SEP26500CE,0.00,0.00,0.00,2180.90,0.00,2180.90,27602.80,2259.20,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,67278,,ABBOTINDIA,,2024-07-25,2024-07-25,26500.00,PE,ABBOTINDIA24JUL26500PE,0.00,0.00,0.00,298.20,298.20,298.20,27602.80,245.55,100,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,77244,,ABBOTINDIA,,2024-08-29,2024-08-29,26500.00,CE,ABBOTINDIA24AUG26500CE,0.00,0.00,0.00,1333.80,0.00,1333.80,27602.80,1945.15,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,67277,,ABBOTINDIA,,2024-07-25,2024-07-25,26500.00,CE,ABBOTINDIA24JUL26500CE,1258.00,1320.05,1239.95,1250.00,1250.00,1229.30,27602.80,1461.35,1300,80,51,28325543.00,50,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,90503,,ABBOTINDIA,,2024-09-26,2024-09-26,26500.00,PE,ABBOTINDIA24SEP26500PE,0.00,0.00,0.00,824.85,0.00,824.85,27602.80,710.30,0,0,0,0.00,0,F1,20,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,147206,,TECHM,,2024-07-25,2024-07-25,1290.00,PE,TECHM24JUL1290PE,0.00,0.00,0.00,1.75,1.75,1.75,1479.80,1.40,6000,0,0,0.00,0,F1,600,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,113512,,INDHOTEL,,2024-08-29,2024-08-29,640.00,CE,INDHOTEL24AUG640CE,0.00,0.00,0.00,14.30,0.00,14.30,599.80,22.05,0,0,0,0.00,0,F1,1000,,,,,
